User_ID,Food_Item,Category,Calories (kcal),Protein (g),Carbohydrates (g),Fat (g),Fiber (g),Sugars (g),Sodium (mg),Cholesterol (mg),Meal_Type,Water_Intake (ml)
592,Sữa,Dairy,482,40.3,92.7,49.8,8.6,16.1,172,62,Bữa phụ,719
461,Paneer,Dairy,156,15.9,88.3,9.4,3.3,40.8,816,168,Bữa tối,300
397,Quinoa,Grains,462,4.5,61.1,46.1,0.8,1.4,334,221,Bữa sáng,606
259,Chip,Snack,62,23.1,74.8,35.7,6.9,33.5,911,234,Bữa trưa,261
347,Cá hồi,Meat,528,43.3,55.1,42.8,6.4,23.9,887,137,Bữa sáng,625
895,Cà phê,Beverages,576,27.2,61.3,17.5,2,14,436,285,Bữa tối,283
261,Mì ống,Grains,213,14.2,67,11.8,5.6,15.4,591,112,Bữa trưa,195
301,Sữa lắc,Beverages,473,30.3,60.1,25.9,5,0.2,622,190,Bữa tối,657
586,Bánh mỳ,Grains,375,15.1,55.6,41.1,6.2,34.9,18,237,Bữa tối,863
766,Bông cải xanh,Vegetables,158,27.8,57.7,25.2,1.4,40.5,816,42,Bữa trưa,835
684,Ức gà,Meat,512,28.4,72.4,25.1,6.8,23.5,882,133,Bữa sáng,649
412,Cà chua,Vegetables,149,40.3,37.2,15.1,3.8,36.6,635,286,Bữa phụ,536
166,Thịt lợn Chop,Meat,489,9.7,48.3,21.8,7.5,47.4,623,291,Bữa sáng,350
878,Quả dâu,Fruits,299,12.9,10.8,18.6,2.8,24.8,877,58,Bữa trưa,333
558,Cà phê,Beverages,491,34.9,72.7,47,3.6,25.3,506,42,Bữa phụ,365
256,Bỏng ngô,Snack,169,29.9,36.9,23.6,8.1,41.5,633,290,Bữa sáng,387
482,Nước,Beverages,451,45.3,77.6,15.2,5.4,37.4,128,255,Bữa sáng,941
911,Cơm,Grains,501,25.1,54.7,49.5,9.1,25.9,563,58,Bữa phụ,250
161,Chuối,Fruits,533,22.7,75.7,30.7,5.2,38.3,429,124,Bữa sáng,357
779,Chuối,Fruits,471,27.6,70.6,34.8,0.4,9.7,245,63,Bữa tối,502
971,Bơ,Dairy,343,36.2,47.5,25.9,4,28.2,960,238,Bữa tối,288
172,Quả cam,Fruits,420,5.1,58.6,26.8,7.3,15,981,180,Bữa sáng,140
273,Cà chua,Vegetables,329,38.4,37.6,26.8,4,8.5,419,82,Bữa tối,522
55,Mì ống,Grains,284,21.6,21.6,37,8.2,19.2,667,79,Bữa sáng,948
87,Cơm,Grains,588,32.4,97.3,49,2.9,37.7,71,244,Bữa trưa,143
822,Cookie,Snack,208,16.4,52.8,33.8,3.8,35,911,35,Bữa tối,555
25,Hạt,Snack,541,33.1,22.9,39.3,9.2,40.7,670,64,Bữa phụ,300
231,Sôcôla,Snack,566,46.2,27.2,20.1,6.7,2.6,878,78,Bữa phụ,384
229,Sữa lắc,Beverages,138,22.1,69.3,16.8,2.1,24.2,234,138,Bữa trưa,357
484,Hạt,Snack,139,22.6,93.7,35.2,2.3,33.4,736,59,Bữa phụ,125
449,Cà phê,Beverages,58,10.3,28.4,31.1,5,5.4,941,73,Bữa phụ,135
349,Bỏng ngô,Snack,587,40,51.6,36.8,6.1,4.4,365,192,Bữa trưa,851
532,Sôcôla,Snack,205,26.8,70.1,14.8,6.9,6.3,273,69,Bữa phụ,782
911,Trứng,Meat,470,33.3,29.8,4.4,9.6,9.9,164,276,Bữa sáng,604
346,Cà chua,Vegetables,205,12,47.1,15.3,5.7,39.9,599,199,Bữa phụ,491
413,Paneer,Dairy,527,16.2,15.9,12.8,7.7,47.1,252,276,Bữa trưa,627
849,Quả nho,Fruits,230,7.1,90.3,23.3,5.2,4.5,399,202,Bữa trưa,549
300,Thịt bò bít tết,Meat,591,7.6,92.6,1.6,7.8,6.4,691,263,Bữa trưa,429
869,Mì ống,Grains,286,40.8,58.2,42.6,2.7,17.9,317,204,Bữa sáng,704
415,Cookie,Snack,276,9.5,75.3,25.8,0.5,27.3,923,284,Bữa trưa,238
431,Phô mai,Dairy,118,30.6,99.4,30.1,8,10,818,55,Bữa phụ,751
474,Bỏng ngô,Snack,556,47.2,22.1,33.1,2.2,39,757,235,Bữa trưa,669
803,Quả dâu,Fruits,231,11.8,98.8,44.3,5.2,3.2,209,50,Bữa tối,162
457,Cá hồi,Meat,63,17.9,69.6,31.7,3.2,43.9,60,251,Bữa sáng,143
576,Khoai tây,Vegetables,561,45.5,79.6,46.9,8.2,42.9,400,232,Bữa phụ,146
584,Yến mạch,Grains,432,42.1,97.6,15.2,9.1,26.4,530,119,Bữa sáng,774
473,Cơm,Grains,564,14,22.6,36.8,3.2,34.9,168,173,Bữa phụ,770
722,Cơm,Grains,437,37.4,67,49.5,0.8,11.9,945,139,Bữa tối,252
670,Chip,Snack,171,11.9,30.1,4.2,3.2,5.5,850,254,Bữa sáng,153
648,Ức gà,Meat,279,6.8,21,5.8,8.6,46.6,539,153,Bữa phụ,389
383,Da ua,Dairy,194,38.3,49.7,40.5,0.1,30.4,913,149,Bữa sáng,688
124,Rau chân vịt,Vegetables,469,4.9,28.7,20.6,5.8,24.1,1000,107,Bữa trưa,552
951,Nước,Beverages,273,8.1,29,29.2,3.9,5.7,856,118,Bữa phụ,223
338,Cá hồi,Meat,218,29.3,13.7,30.3,8,39.5,152,269,Bữa trưa,947
595,Bông cải xanh,Vegetables,246,11.3,56.1,34.1,8.8,39.3,738,25,Bữa sáng,530
366,Thịt bò bít tết,Meat,211,45.4,74.1,16.4,3.3,13.7,786,144,Bữa tối,905
757,Ức gà,Meat,216,13.3,56.9,46.1,5.2,2.3,836,121,Bữa tối,982
463,Cookie,Snack,236,28,46.1,25,9.3,7.1,308,74,Bữa sáng,721
328,Cà phê,Beverages,257,7.2,73.7,9,6.7,11.1,816,244,Bữa tối,937
593,Cà rốt,Vegetables,565,1.6,71.1,29.9,0.2,5,5,48,Bữa phụ,459
994,Trứng,Meat,552,16.3,80.3,11.4,4,20.3,556,114,Bữa tối,742
133,Khoai tây,Vegetables,488,30,27.3,27.2,8.6,15.4,327,199,Bữa trưa,774
377,Da ua,Dairy,124,44.9,48.1,3.6,9.7,0.2,385,207,Bữa sáng,663
143,Trà xanh,Beverages,505,26.9,11.5,37.5,2.8,33.5,77,25,Bữa tối,994
59,Cà phê,Beverages,543,36.7,71.6,49.1,0.9,23.8,622,281,Bữa tối,756
184,Chip,Snack,417,37.2,47.7,34.6,3.9,26.2,216,290,Bữa phụ,735
36,Trà xanh,Beverages,403,21.1,65,47.4,6.8,43.4,513,239,Bữa tối,764
766,Phô mai,Dairy,308,20.4,64.9,6.4,8.8,0.3,695,103,Bữa tối,989
858,Chip,Snack,455,37.2,81.3,49.2,5,21.2,208,249,Bữa trưa,577
664,Cookie,Snack,244,36.5,6.8,9.5,4.9,10.7,215,249,Bữa phụ,209
143,Bỏng ngô,Snack,358,27.6,88.6,37.4,7.6,15.6,316,90,Bữa sáng,959
177,Bỏng ngô,Snack,122,9.2,72.1,15.2,4.1,13,404,46,Bữa sáng,290
440,Quả táo,Fruits,107,23,78.2,11.5,7.8,31.6,622,110,Bữa sáng,170
512,Cookie,Snack,563,24.7,92.3,18.6,8.4,8.8,339,213,Bữa sáng,693
492,Thịt bò bít tết,Meat,487,31.6,15.5,11.2,7,5.8,681,251,Bữa sáng,660
59,Cookie,Snack,349,25.9,78.1,8.1,0.5,13.6,303,118,Bữa sáng,817
907,Cà chua,Vegetables,180,8.7,46.7,15.9,2.6,47.3,25,93,Bữa tối,817
647,Da ua,Dairy,156,19.8,91.3,40.1,3.1,34.6,440,84,Bữa phụ,503
671,Thịt lợn Chop,Meat,562,12.9,7.6,49.9,8.5,42.6,116,226,Bữa trưa,274
702,Chuối,Fruits,495,30.5,34.1,42.3,4.8,49.2,210,283,Bữa trưa,775
458,Nước cam,Beverages,488,43.8,17.6,8.7,6.2,48.9,946,235,Bữa trưa,321
281,Phô mai,Dairy,119,47.4,68.2,43.6,8.1,27.2,937,241,Bữa tối,401
495,Phô mai,Dairy,471,48,98,6.8,2.6,30.5,225,7,Bữa sáng,782
456,Quả táo,Fruits,511,45.6,90.7,9.7,3.3,42.1,529,99,Bữa phụ,623
835,Nước,Beverages,423,29.7,83.2,1,3.4,30.9,704,150,Bữa sáng,905
966,Bông cải xanh,Vegetables,188,48.4,58.6,14.8,3.9,36.5,340,276,Bữa tối,254
876,Cookie,Snack,65,7.4,34,16.8,7.2,21.3,882,212,Bữa sáng,538
902,Mì ống,Grains,310,40.8,86.4,22.1,7,17.3,563,225,Bữa trưa,609
683,Bông cải xanh,Vegetables,259,48.3,54.1,37.8,3.2,40.1,516,280,Bữa phụ,355
157,Nước cam,Beverages,538,22.4,58.5,44.6,0.3,41.7,704,196,Bữa sáng,558
823,Sôcôla,Snack,293,22.3,54.4,42.2,8,22.7,811,250,Bữa sáng,649
357,Bơ,Dairy,385,30.3,21.2,15.3,4.8,24.4,390,282,Bữa tối,103
474,Ức gà,Meat,150,26.1,52.8,1.1,8.3,48.5,882,173,Bữa trưa,639
882,Cơm,Grains,517,12.6,55.3,13.6,9.2,42.1,139,84,Bữa tối,962
312,Phô mai,Dairy,341,8.3,98.2,41.6,2.4,17.2,263,8,Bữa trưa,243
534,Quả cam,Fruits,580,9.4,82.8,39.4,4.3,11.2,435,83,Bữa phụ,284
38,Cơm,Grains,561,17,23.8,7.8,9.6,3.5,131,118,Bữa sáng,771
70,Khoai tây,Vegetables,336,10.9,41.2,44,5,0.5,946,273,Bữa tối,814
699,Paneer,Dairy,106,8.1,42.5,38.3,8.3,17.8,728,6,Bữa phụ,613
835,Quả cam,Fruits,166,27.1,25.9,36.9,0.2,22.1,970,127,Bữa trưa,727
453,Bơ,Dairy,142,28.1,25.1,11.6,5.3,24.8,96,256,Bữa tối,455
283,Nước cam,Beverages,363,15.9,14.2,39.2,6.5,8,623,59,Bữa trưa,916
837,Trứng,Meat,518,48.8,40.4,10.1,4.1,32.9,412,143,Bữa phụ,621
732,Paneer,Dairy,543,27,25,2.2,1.2,27,361,183,Bữa tối,325
407,Ức gà,Meat,268,8.6,41.7,36.9,6.9,43.4,582,164,Bữa sáng,379
483,Sữa,Dairy,248,19.4,56.5,41.7,7.5,18.5,636,39,Bữa tối,589
658,Quả cam,Fruits,383,12.2,79.9,6.3,5.6,45.5,89,40,Bữa trưa,276
828,Sữa,Dairy,442,47.7,48.7,32.2,5.4,1.1,18,178,Bữa trưa,325
919,Cà phê,Beverages,269,43,27.2,21.8,6.9,22.7,277,221,Bữa phụ,684
982,Cookie,Snack,600,38.5,37.6,32,9.7,46.9,449,167,Bữa phụ,111
928,Sữa,Dairy,570,38.6,13.3,25.6,5.3,38.6,592,137,Bữa sáng,911
164,Sữa lắc,Beverages,284,6,14.4,25.9,8.7,23.3,449,180,Bữa phụ,538
862,Da ua,Dairy,410,12.9,77.7,6.2,7.7,6.3,104,0,Bữa trưa,219
493,Chuối,Fruits,521,8.9,43.8,31.7,5.8,18.6,525,245,Bữa tối,504
596,Bánh mỳ,Grains,469,29.3,85.4,23.8,2.1,3.9,529,156,Bữa tối,600
866,Bỏng ngô,Snack,320,9.1,57.8,49,6.9,13,310,171,Bữa sáng,600
470,Bơ,Dairy,296,31.1,19.9,9,1.3,38.4,166,276,Bữa tối,575
34,Nước cam,Beverages,277,40.8,42.2,13.3,4.2,8.2,176,6,Bữa sáng,220
398,Thịt bò bít tết,Meat,94,9.7,24.5,30.3,3.2,7.3,661,52,Bữa tối,639
451,Quả nho,Fruits,328,47.4,5.1,16,2.9,5.9,946,169,Bữa tối,991
603,Thịt bò bít tết,Meat,134,2.2,15.4,12.6,8.3,21.3,587,154,Bữa trưa,929
492,Cà rốt,Vegetables,412,20.5,96.9,21.6,9.2,48.2,41,72,Bữa phụ,725
443,Yến mạch,Grains,347,45.3,31.7,37.9,9.6,5.7,79,291,Bữa trưa,327
894,Bỏng ngô,Snack,496,12.4,52.1,36.2,8,20.2,548,265,Bữa phụ,872
404,Sữa lắc,Beverages,512,44,11.5,9.7,5.3,42.7,564,191,Bữa tối,777
579,Yến mạch,Grains,170,46.9,44,18.8,8.1,25.6,974,295,Bữa trưa,285
62,Phô mai,Dairy,55,40.1,70,7.8,2.9,29.3,230,289,Bữa tối,417
517,Phô mai,Dairy,382,14.2,99.7,6.7,4.2,11.3,782,206,Bữa tối,755
480,Mì ống,Grains,272,14.7,61.6,35.8,0.2,4.8,823,79,Bữa trưa,517
233,Quả cam,Fruits,280,13.3,90.3,47.2,1.5,21.4,723,286,Bữa tối,746
516,Thịt lợn Chop,Meat,149,3.6,73.9,45.1,4.9,5.6,645,226,Bữa sáng,742
998,Chuối,Fruits,406,41.4,11,39.4,0.4,13.6,106,215,Bữa tối,328
431,Quả dâu,Fruits,262,48.1,35.3,16.9,2.5,6.6,760,230,Bữa phụ,255
816,Khoai tây,Vegetables,242,49.2,87.8,12.1,10,34.6,912,4,Bữa phụ,565
372,Nước cam,Beverages,348,30.7,21.6,46.7,3.8,27.8,44,296,Bữa sáng,601
6,Yến mạch,Grains,81,44.6,86.9,47.7,7,18,58,126,Bữa tối,745
496,Sữa lắc,Beverages,434,36.6,92.3,39.9,4.3,10.7,733,211,Bữa phụ,847
455,Thịt lợn Chop,Meat,409,22.7,21.6,48.5,5.7,2.9,435,181,Bữa trưa,550
454,Bông cải xanh,Vegetables,300,24.6,96.1,23.2,5.6,10.2,248,268,Bữa sáng,415
69,Sữa lắc,Beverages,444,12.9,68.7,10.6,4.5,5.3,692,253,Bữa trưa,186
559,Quả táo,Fruits,340,33.9,28.5,43.1,3.4,7.3,545,242,Bữa sáng,992
172,Thịt bò bít tết,Meat,550,19.1,47.9,22,1.4,27.7,688,179,Bữa tối,220
355,Hạt,Snack,383,48.1,83.9,17.7,3.9,6,466,151,Bữa sáng,217
477,Chuối,Fruits,221,36.7,66.2,33.6,0.6,19.3,435,197,Bữa tối,549
643,Quả dâu,Fruits,464,19.8,98.5,15.7,1.7,15,652,122,Bữa tối,142
184,Sôcôla,Snack,226,24.2,45.4,3.7,5,37.2,596,114,Bữa phụ,476
801,Cà chua,Vegetables,215,23,45.7,49.1,8.3,45.1,882,12,Bữa trưa,106
904,Mì ống,Grains,514,28.7,28.8,17.7,1.6,39.3,720,148,Bữa tối,868
331,Thịt lợn Chop,Meat,293,1.3,82.4,23.3,6.2,29.4,95,95,Bữa sáng,229
959,Sữa,Dairy,540,2.4,78.9,48.5,5.9,36.7,737,252,Bữa trưa,209
235,Sữa,Dairy,186,45.4,36.8,44.8,2.4,14.1,554,119,Bữa sáng,735
58,Cá hồi,Meat,549,35.1,84.8,26.4,0.2,45.9,331,153,Bữa sáng,891
599,Da ua,Dairy,382,35.3,50.5,5.5,8.8,2.4,543,108,Bữa sáng,947
56,Nước,Beverages,317,42.9,44.9,3,2.9,40,562,170,Bữa trưa,220
676,Nước,Beverages,133,44.4,76.9,39,0.1,15.3,909,81,Bữa tối,737
894,Hạt,Snack,68,32.8,43.4,40.2,2.9,22.6,551,62,Bữa sáng,245
78,Cơm,Grains,222,17.4,51.6,39,4.9,25.7,325,272,Bữa trưa,972
67,Sữa lắc,Beverages,130,39,80.1,15.7,6.1,5.2,239,251,Bữa sáng,565
417,Trứng,Meat,488,4.6,31.6,8.2,2.7,32.7,93,118,Bữa sáng,602
774,Cá hồi,Meat,86,21.2,38.1,49.1,6.2,41.8,896,131,Bữa sáng,214
889,Sữa,Dairy,459,9.6,70.8,4.2,7.2,8.3,718,205,Bữa trưa,815
511,Cookie,Snack,361,31.3,5.7,15.7,7.4,28.1,867,183,Bữa tối,247
482,Trứng,Meat,510,45.9,26.3,43.3,7.9,0.8,641,282,Bữa trưa,446
438,Da ua,Dairy,381,22.1,98.8,40.8,6.3,3.1,916,268,Bữa trưa,907
513,Bỏng ngô,Snack,258,15.8,28.7,11.7,3.3,1,359,136,Bữa tối,344
739,Cơm,Grains,517,33.7,59.1,36.7,3.8,41.2,291,276,Bữa tối,689
96,Cá hồi,Meat,460,8.9,88,12.2,1.2,17.8,565,293,Bữa phụ,814
194,Bỏng ngô,Snack,131,27,25.1,8.3,5,12.4,944,241,Bữa phụ,718
984,Quả nho,Fruits,253,40.2,62.3,39.6,5.8,3.8,713,256,Bữa tối,203
351,Sữa lắc,Beverages,428,14.1,85.3,7.3,1,42.3,707,37,Bữa trưa,746
928,Sữa lắc,Beverages,559,33.9,21.6,5.9,7.8,19.3,932,289,Bữa phụ,810
391,Cá hồi,Meat,113,30.7,81.4,30.5,9.4,1.7,753,200,Bữa tối,433
646,Quả nho,Fruits,496,5.3,42.6,35.6,6.2,18.2,735,277,Bữa phụ,369
397,Paneer,Dairy,577,19.5,22.8,8.1,0.3,43.9,722,173,Bữa trưa,975
383,Bông cải xanh,Vegetables,389,21,95.2,2.6,6.3,7.7,303,16,Bữa trưa,663
702,Chuối,Fruits,205,43.8,78.6,20.6,8.1,33.4,528,270,Bữa trưa,395
357,Chuối,Fruits,429,39.8,97.1,39.1,0.3,20.2,861,123,Bữa sáng,900
804,Yến mạch,Grains,392,41.3,34,38.2,3,7.3,936,104,Bữa sáng,675
361,Chip,Snack,136,47.9,48.7,37,5.2,12.2,950,178,Bữa sáng,729
163,Nước,Beverages,88,37.1,29.4,31.9,3.1,25.6,638,165,Bữa sáng,527
910,Trứng,Meat,497,32.3,43.2,22.3,5.7,22.7,580,169,Bữa trưa,720
108,Quả dâu,Fruits,101,5.8,14.2,4.3,7.7,2.7,366,218,Bữa phụ,520
274,Sôcôla,Snack,509,12.8,76.5,29.9,6.6,42.6,121,234,Bữa phụ,600
416,Cơm,Grains,378,20.1,30.7,25.9,9.8,35,181,208,Bữa sáng,905
894,Quả dâu,Fruits,119,44.5,73,6.3,2.4,20,667,23,Bữa phụ,454
446,Thịt bò bít tết,Meat,289,20.1,49.7,29.4,2.3,37.3,428,231,Bữa sáng,754
458,Cơm,Grains,590,47.2,11.5,11.3,0.2,43.5,959,27,Bữa tối,701
758,Yến mạch,Grains,454,36.7,54.2,45.8,8.6,24.2,959,226,Bữa sáng,903
881,Quả dâu,Fruits,381,26.9,41.3,30.9,5,38.1,111,245,Bữa trưa,281
812,Yến mạch,Grains,590,19.6,11.6,17.9,5.2,42.1,74,11,Bữa sáng,894
216,Ức gà,Meat,302,4.5,27.4,42.5,6.9,8.1,779,279,Bữa phụ,713
766,Quả táo,Fruits,224,23.1,92.6,44.6,6,47.3,598,286,Bữa trưa,419
265,Thịt bò bít tết,Meat,442,16.8,26.1,22.8,1,24.4,359,281,Bữa tối,417
745,Thịt lợn Chop,Meat,425,17.8,63.2,5.7,7.2,46.5,972,97,Bữa trưa,326
766,Khoai tây,Vegetables,300,39.6,62.2,26.5,4.2,34.7,443,38,Bữa tối,198
224,Trà xanh,Beverages,185,42.7,90.4,4,7.9,27.9,97,290,Bữa sáng,549
492,Chuối,Fruits,418,49.4,58.6,48,0.2,26.5,545,26,Bữa trưa,604
192,Ức gà,Meat,238,23.4,23.2,30.5,2.2,32.4,950,254,Bữa sáng,964
728,Trà xanh,Beverages,504,19.3,67.5,21.3,4.2,42.3,356,141,Bữa tối,651
683,Khoai tây,Vegetables,365,28.9,66.4,21.1,8.5,4.2,718,119,Bữa trưa,562
896,Ức gà,Meat,521,39.3,52.8,32.9,2.7,26,678,66,Bữa sáng,177
940,Paneer,Dairy,114,43.4,94,26.4,3.6,19.5,216,171,Bữa phụ,781
70,Chuối,Fruits,534,46.8,41,5.9,8.3,37.3,647,121,Bữa sáng,126
344,Ức gà,Meat,385,1.2,23,31.9,1,10.6,911,109,Bữa tối,275
931,Bỏng ngô,Snack,508,2.9,70.9,10.8,6.8,35,233,205,Bữa phụ,677
918,Paneer,Dairy,506,22.6,24.9,17.6,8.5,40.2,905,128,Bữa sáng,386
152,Quả dâu,Fruits,282,14.3,74.5,35.7,4.4,20.3,232,118,Bữa sáng,544
27,Thịt bò bít tết,Meat,80,30.6,17.4,30.1,6.8,48.6,986,17,Bữa trưa,244
696,Cơm,Grains,343,4.7,6.9,13.3,0.1,18.4,768,70,Bữa sáng,666
866,Hạt,Snack,117,41.5,79.1,5.3,9.2,47.2,263,87,Bữa phụ,734
776,Cà rốt,Vegetables,581,42.6,7.7,36.6,9.4,31.7,766,226,Bữa trưa,513
120,Quinoa,Grains,454,19.5,64.5,44.3,7,41.4,744,222,Bữa trưa,206
358,Cơm,Grains,500,48.2,86.2,28.4,3.7,5.1,339,20,Bữa trưa,387
392,Thịt lợn Chop,Meat,194,1.5,47.6,34,7.8,32.6,775,125,Bữa tối,297
414,Sữa,Dairy,416,44.1,71.8,12.7,6.2,27.8,548,146,Bữa phụ,967
888,Thịt bò bít tết,Meat,251,33.1,81.3,26.9,3.9,48.8,814,219,Bữa tối,945
415,Quả nho,Fruits,182,30.5,61.9,32,9.9,44.6,848,229,Bữa trưa,379
740,Thịt lợn Chop,Meat,60,41.1,54.3,11.4,1.7,8.6,293,73,Bữa trưa,962
100,Trứng,Meat,142,17.6,91.6,32.2,1.3,17.9,944,299,Bữa sáng,871
187,Sữa lắc,Beverages,160,15.9,66.2,16.7,1.1,26.1,963,93,Bữa trưa,935
281,Yến mạch,Grains,156,11.9,46.7,26.9,8,39.9,576,242,Bữa phụ,491
402,Sữa,Dairy,139,37.8,27.9,48.7,5.5,27.2,625,231,Bữa phụ,187
511,Quả dâu,Fruits,249,14.7,16.9,40.6,0.6,34.2,443,154,Bữa sáng,421
870,Ức gà,Meat,74,29.6,75.4,7,1.3,9.3,902,247,Bữa tối,259
821,Sữa lắc,Beverages,567,24,46.1,16.3,2.6,11.1,807,86,Bữa tối,144
548,Paneer,Dairy,441,37.7,53.6,4.9,1.3,49.4,408,69,Bữa trưa,479
746,Sữa,Dairy,403,44.6,63.8,37.3,5.9,20.8,144,1,Bữa trưa,233
899,Thịt lợn Chop,Meat,167,9.6,36.5,12.5,3.5,13.5,928,288,Bữa tối,781
888,Da ua,Dairy,485,13,71.6,10.7,7,8.9,5,298,Bữa phụ,920
764,Quả dâu,Fruits,436,32.6,46.1,2.4,4,44.2,997,111,Bữa phụ,637
593,Trà xanh,Beverages,125,37.4,33.8,5.2,0.5,28.4,846,38,Bữa sáng,373
440,Sữa,Dairy,58,4.2,45.3,21.3,0.7,42.7,500,18,Bữa sáng,396
730,Nước cam,Beverages,71,4.9,68.9,33.3,6.8,20.9,688,8,Bữa phụ,414
232,Thịt lợn Chop,Meat,501,3,71.9,35.7,6.2,27.6,370,201,Bữa tối,383
419,Thịt bò bít tết,Meat,84,30,86,49.6,0.3,37.9,369,106,Bữa phụ,725
280,Bơ,Dairy,220,12.4,93,35.4,4.1,24.3,967,131,Bữa trưa,859
529,Quả nho,Fruits,72,40.4,89.6,20.2,0.4,33.1,341,97,Bữa tối,962
949,Chip,Snack,102,10.8,58.9,20.3,9.6,27.8,704,116,Bữa trưa,517
94,Quinoa,Grains,95,14,92.1,43.1,2.8,6.3,508,232,Bữa phụ,853
194,Nước cam,Beverages,301,20,31.7,10.6,8,23.9,118,271,Bữa phụ,791
981,Cà phê,Beverages,229,29.5,95.2,45.1,7,5.8,376,92,Bữa trưa,426
905,Paneer,Dairy,101,26.3,48.1,18.7,1.5,40.6,227,24,Bữa phụ,241
855,Chuối,Fruits,304,43.2,16.3,36.3,2.2,25.8,265,210,Bữa tối,858
47,Khoai tây,Vegetables,410,46.2,27.7,29.8,1.1,33.6,231,96,Bữa tối,392
762,Quả nho,Fruits,96,38.9,99.9,34.1,4.4,31.8,945,150,Bữa sáng,416
519,Phô mai,Dairy,177,37.4,92.4,6.4,8.9,34.7,133,131,Bữa phụ,710
433,Cà chua,Vegetables,430,36.6,35.3,41.7,7.7,35.9,510,231,Bữa sáng,979
8,Bánh mỳ,Grains,389,41.1,25.6,35.7,0.6,4.7,498,183,Bữa trưa,172
426,Nước cam,Beverages,485,4.1,34.4,38.8,9,48,407,192,Bữa trưa,304
641,Quả dâu,Fruits,441,17.7,14.5,11.2,1.9,27.8,999,56,Bữa phụ,758
878,Cá hồi,Meat,237,30.8,66.3,36.7,6.3,44.8,411,203,Bữa phụ,491
807,Ức gà,Meat,184,41.4,94.2,39.5,6.1,17.8,305,120,Bữa sáng,549
15,Hạt,Snack,481,46,38.9,15.8,0.8,28.4,32,47,Bữa sáng,977
918,Nước,Beverages,465,27.6,24.2,18.2,9.7,17.5,663,282,Bữa phụ,719
349,Bánh mỳ,Grains,394,2,54.7,8.7,0.2,1.7,32,229,Bữa tối,940
5,Cơm,Grains,502,11.3,62.8,9,1.7,15.6,785,178,Bữa trưa,552
468,Trứng,Meat,580,46.3,77.5,22.7,6,47.4,625,234,Bữa sáng,162
962,Cà rốt,Vegetables,209,1.4,27.8,19.7,5.1,40.8,931,67,Bữa phụ,583
486,Quinoa,Grains,168,45.2,63.2,14,7,3.5,283,133,Bữa phụ,141
66,Nước,Beverages,495,38.7,13.5,44.3,2.1,9,188,246,Bữa trưa,458
445,Paneer,Dairy,522,37.2,9.1,4.3,1.5,15.9,519,188,Bữa trưa,126
392,Da ua,Dairy,95,49.7,21.3,44.9,2.4,37.4,542,28,Bữa tối,214
438,Cookie,Snack,581,1.8,67.2,28.2,6,18.4,935,254,Bữa sáng,962
88,Cookie,Snack,424,21.2,92.7,48.6,3.8,34.8,436,73,Bữa trưa,496
487,Sữa,Dairy,400,27,37.9,14.4,1.9,21.4,721,93,Bữa trưa,663
423,Mì ống,Grains,103,5.1,94.6,18.8,7.4,45.9,637,186,Bữa trưa,339
6,Khoai tây,Vegetables,353,46.6,56.2,18.1,7,5.3,961,30,Bữa tối,245
357,Paneer,Dairy,158,12.5,85.5,36.8,1.4,49.5,684,11,Bữa tối,912
65,Sữa,Dairy,365,4.4,26.4,28.4,9,20.7,148,116,Bữa sáng,437
909,Nước cam,Beverages,412,18.5,8.5,29.6,3.5,0.1,777,236,Bữa sáng,463
823,Hạt,Snack,582,39.9,76.9,39.9,3.4,3.1,648,159,Bữa sáng,503
949,Quả táo,Fruits,437,47.8,33.4,18.8,0.4,2.4,419,18,Bữa sáng,183
827,Cà chua,Vegetables,201,40.5,88.2,44.4,7.4,6.1,983,88,Bữa phụ,388
430,Paneer,Dairy,599,41.5,14,33.3,3.4,0.4,270,80,Bữa phụ,934
834,Hạt,Snack,379,27.3,73.8,3.7,4.2,28.7,603,217,Bữa tối,340
492,Thịt bò bít tết,Meat,237,29.6,16.1,22,3.7,2.9,221,128,Bữa tối,388
293,Thịt lợn Chop,Meat,302,21.9,12.1,9.5,7.5,2.8,491,198,Bữa phụ,244
188,Quả nho,Fruits,84,4.5,23.7,20.8,0.5,14.5,691,180,Bữa trưa,940
652,Quả nho,Fruits,129,28.8,44.8,6.2,0.5,29.8,277,152,Bữa trưa,718
195,Mì ống,Grains,239,4.4,51,31,0.8,17.8,524,99,Bữa trưa,941
967,Cơm,Grains,455,15.9,42,9.8,9.6,5.3,44,152,Bữa tối,746
38,Bánh mỳ,Grains,187,1.8,24.8,18.7,4.1,4.2,215,156,Bữa tối,368
705,Nước,Beverages,511,27.7,45.4,15.8,1,20.8,318,91,Bữa phụ,665
236,Quả nho,Fruits,417,23,19.1,12.2,5.5,25.2,56,110,Bữa trưa,899
592,Trà xanh,Beverages,139,3.6,53.7,49,1.3,3.8,411,71,Bữa phụ,731
76,Yến mạch,Grains,127,7.7,37.4,1.5,6.2,16.4,800,69,Bữa tối,331
743,Sôcôla,Snack,569,13.7,85.6,26.8,5.9,10.4,466,8,Bữa phụ,452
120,Cà chua,Vegetables,81,42.3,58.9,15.2,4.2,37.9,320,156,Bữa sáng,884
170,Bông cải xanh,Vegetables,518,25.4,17.5,27.6,1.1,17.3,852,45,Bữa phụ,737
