id,user_query,category,answer
1029,"Đang eat clean mà đói quá, cho xin kế hoạch ăn uống chống đói.",meal_plan,"Lịch ăn giảm mỡ: Sáng: Salad ức gà nhỏ. Trưa: Ức gà áp chảo, Cơm gạo lứt và Bông cải xanh. Tối: Một đĩa rau muống luộc và 1 trứng kho. Bữa phụ: Nước ép cần tây. (Nhớ uống đủ 2 lít nước nhé!)"
1030,Có chế độ ăn nào giúp thoát gầy cấp tốc không admin?,meal_plan,Ăn thế này đảm bảo lên ký: Sáng: Bánh mì ốp la 2 trứng và Sữa đậu nành. Trưa: Cơm sườn bì chả và Canh chua. Tối: Mì xào bò rau cải. Bữa phụ: Sinh tố bơ sầu riêng. (Nhớ uống đủ 2 lít nước nhé!)
1031,"Vừa ăn sầu riêng xong, sợ béo quá cứu người mới.",nutrition_fact,"Chào bạn, theo dữ liệu thì món sầu riêng chứa khoảng 358 calo/100g."
1032,Chỉ anh cách ăn để xuống ký trong 1 tuần.,meal_plan,"Lịch ăn giảm mỡ: Sáng: 1 quả trứng luộc và 1 lát bánh mì đen. Trưa: Tôm hấp, Miến dong và Rau cải. Tối: Súp rau củ thập cẩm. Bữa phụ: Nước ép cần tây. (Nhớ uống đủ 2 lít nước nhé!)"
1033,Chỉ cách lập trình Python.,out_of_range,"Xin lỗi, mình chỉ hỗ trợ về dinh dưỡng thôi ạ."
1034,"Đang eat clean mà đói quá, cần lịch ăn chống đói.",meal_plan,"Gợi ý Eat Clean cho bạn: Sáng: Salad ức gà nhỏ. Trưa: Ức gà áp chảo, Cơm gạo lứt và Bông cải xanh. Tối: Một đĩa rau muống luộc và 1 trứng kho. Bữa phụ: 1 hũ sữa chua không đường. (Nhớ uống đủ 2 lít nước nhé!)"
1035,"người mới gầy quá, tư vấn chế độ ăn lên ký với.",meal_plan,Menu giàu năng lượng: Sáng: Bún bò huế đầy đủ. Trưa: Gà rán và Cơm rang dương châu. Tối: Cơm cá thu sốt cà và Canh rau ngót thịt bằm. Bữa phụ: Bánh bông lan trứng muối. (Nhớ uống đủ 2 lít nước nhé!)
1036,"tớ gầy quá, gợi ý bữa ăn tăng cơ với.",meal_plan,Thực đơn xả cơ: Sáng: Bánh mì ốp la 2 trứng và Sữa đậu nành. Trưa: Cơm thịt kho tàu và Trứng luộc. Tối: Lẩu thái hải sản (ăn tại nhà). Bữa phụ: Sinh tố bơ sầu riêng. (Nhớ uống đủ 2 lít nước nhé!)
1037,Có chế độ ăn nào giúp tăng cân cấp tốc không shop?,meal_plan,Kế hoạch tăng cân: Sáng: Phở bò tái nạm trứng chần. Trưa: Gà rán và Cơm rang dương châu. Tối: Cơm cá thu sốt cà và Canh rau ngót thịt bằm. Bữa phụ: Sữa whey protein. (Nhớ uống đủ 2 lít nước nhé!)
1038,Lên lịch ăn uống để thoát gầy đón Tết giúp mình.,meal_plan,Kế hoạch tăng cân: Sáng: Bánh mì ốp la 2 trứng và Sữa đậu nành. Trưa: Cơm thịt kho tàu và Trứng luộc. Tối: Lẩu thái hải sản (ăn tại nhà). Bữa phụ: Sinh tố bơ sầu riêng. (Nhớ uống đủ 2 lít nước nhé!)
1039,"Đang xuống ký mà đói quá, tư vấn menu chống đói.",meal_plan,"Gợi ý Eat Clean cho bạn: Sáng: Sinh tố bơ chuối ít đường. Trưa: Cá hồi nướng, Quinoa và Salad. Tối: Canh bí xanh nấu tôm. Bữa phụ: Hạt hạnh nhân. (Nhớ uống đủ 2 lít nước nhé!)"
1040,cần em cái menu eat clean cần ngay.,meal_plan,Gợi ý Eat Clean cho bạn: Sáng: 1 quả trứng luộc và 1 lát bánh mì đen. Trưa: Bún chùm ngây thịt nạc. Tối: Canh bí xanh nấu tôm. Bữa phụ: 1 quả táo. (Nhớ uống đủ 2 lít nước nhé!)
1041,"tôi gầy quá, muốn có menu thoát gầy với.",meal_plan,Ăn thế này đảm bảo lên ký: Sáng: Bánh mì ốp la 2 trứng và Sữa đậu nành. Trưa: Cơm sườn bì chả và Canh chua. Tối: Cơm cá thu sốt cà và Canh rau ngót thịt bằm. Bữa phụ: Sữa whey protein. (Nhớ uống đủ 2 lít nước nhé!)
1042,"ad ơi, mình muốn eat clean, ăn uống thế nào?",meal_plan,Gợi ý Eat Clean cho bạn: Sáng: Sinh tố bơ chuối ít đường. Trưa: Thịt bò xào ớt chuông và 1/2 chén cơm. Tối: Súp rau củ thập cẩm. Bữa phụ: 1 hũ sữa chua không đường. (Nhớ uống đủ 2 lít nước nhé!)
1043,Có menu nào giúp lên ký cấp tốc không shop?,meal_plan,Thực đơn xả cơ: Sáng: Bún bò huế đầy đủ. Trưa: Cơm sườn bì chả và Canh chua. Tối: Lẩu thái hải sản (ăn tại nhà). Bữa phụ: Chuối và Bơ đậu phộng. (Nhớ uống đủ 2 lít nước nhé!)
1044,"Bố anh bị đau dạ dày, xin thực đơn an toàn.",meal_plan,Thực đơn lành mạnh: Sáng: Bánh cuốn tráng mỏng ít nhân. Trưa: Thịt nạc luộc và Canh mướp đắng. Tối: Salad dưa chuột cà chua. Bữa phụ: Dưa chuột. (Nhớ uống đủ 2 lít nước nhé!)
1045,Có chế độ ăn nào giúp béo lên cấp tốc không trợ lý?,meal_plan,Thực đơn xả cơ: Sáng: Bún bò huế đầy đủ. Trưa: Gà rán và Cơm rang dương châu. Tối: Lẩu thái hải sản (ăn tại nhà). Bữa phụ: Sữa whey protein. (Nhớ uống đủ 2 lít nước nhé!)
1046,Có lịch ăn nào giúp thoát gầy cấp tốc không bot?,meal_plan,Thực đơn xả cơ: Sáng: Bánh mì ốp la 2 trứng và Sữa đậu nành. Trưa: Cơm sườn bì chả và Canh chua. Tối: Cơm cá thu sốt cà và Canh rau ngót thịt bằm. Bữa phụ: Sữa whey protein. (Nhớ uống đủ 2 lít nước nhé!)
1047,"cháu gầy quá, muốn có kế hoạch ăn uống tăng cân với.",meal_plan,Thực đơn xả cơ: Sáng: Bún bò huế đầy đủ. Trưa: Cơm thịt kho tàu và Trứng luộc. Tối: Cơm cá thu sốt cà và Canh rau ngót thịt bằm. Bữa phụ: Chuối và Bơ đậu phộng. (Nhớ uống đủ 2 lít nước nhé!)
1048,tư vấn mẹ bỉm cái kế hoạch ăn uống siết mỡ cứu với.,meal_plan,"Menu ít calo tham khảo: Sáng: 1 quả trứng luộc và 1 lát bánh mì đen. Trưa: Ức gà áp chảo, Cơm gạo lứt và Bông cải xanh. Tối: Súp rau củ thập cẩm. Bữa phụ: Hạt hạnh nhân. (Nhớ uống đủ 2 lít nước nhé!)"
1049,"tớ gầy quá, cần bữa ăn lên ký với.",meal_plan,Ăn thế này đảm bảo lên ký: Sáng: Bún bò huế đầy đủ. Trưa: Bò bít tết và Khoai tây chiên. Tối: Cơm cá thu sốt cà và Canh rau ngót thịt bằm. Bữa phụ: Sinh tố bơ sầu riêng. (Nhớ uống đủ 2 lít nước nhé!)
1050,Có thực đơn nào giúp tăng cân cấp tốc không chuyên gia?,meal_plan,Kế hoạch tăng cân: Sáng: Xôi gà xá xíu. Trưa: Cơm thịt kho tàu và Trứng luộc. Tối: Cơm cá thu sốt cà và Canh rau ngót thịt bằm. Bữa phụ: Sinh tố bơ sầu riêng. (Nhớ uống đủ 2 lít nước nhé!)
1051,cần mình cái chế độ ăn giảm béo gấp gấp.,meal_plan,"Lịch ăn giảm mỡ: Sáng: 2 lòng trắng trứng và khoai lang luộc. Trưa: Cá hồi nướng, Quinoa và Salad. Tối: Súp rau củ thập cẩm. Bữa phụ: Hạt hạnh nhân. (Nhớ uống đủ 2 lít nước nhé!)"
1052,"Bố mẹ bỉm bị tiểu đường, xin bữa ăn an toàn.",meal_plan,Chế độ ăn kiểm soát bệnh: Sáng: Phở gạo lứt ức gà. Trưa: Đậu phụ sốt cà chua và Cơm lứt. Tối: Canh rau cải nấu thịt bằm. Bữa phụ: Sữa hạt không đường. (Nhớ uống đủ 2 lít nước nhé!)
1053,"mẹ bỉm gầy quá, gợi ý lịch ăn tăng cơ với.",meal_plan,Menu giàu năng lượng: Sáng: Xôi gà xá xíu. Trưa: Gà rán và Cơm rang dương châu. Tối: Lẩu thái hải sản (ăn tại nhà). Bữa phụ: Bánh bông lan trứng muối. (Nhớ uống đủ 2 lít nước nhé!)
1054,"tớ gầy quá, lên giúp kế hoạch ăn uống tăng cơ với.",meal_plan,Menu giàu năng lượng: Sáng: Bún bò huế đầy đủ. Trưa: Cơm thịt kho tàu và Trứng luộc. Tối: Lẩu thái hải sản (ăn tại nhà). Bữa phụ: Sinh tố bơ sầu riêng. (Nhớ uống đủ 2 lít nước nhé!)
1055,Check calo món sầu riêng giùm người mới.,nutrition_fact,"Chào bạn, theo dữ liệu thì món sầu riêng chứa khoảng 398 calo/100g."
1056,Gợi ý chế độ ăn sống khỏe với bệnh gout.,meal_plan,Menu thanh đạm: Sáng: Phở gạo lứt ức gà. Trưa: Mực xào cần tây và 1/2 bát cơm. Tối: Canh rau cải nấu thịt bằm. Bữa phụ: Dưa chuột. (Nhớ uống đủ 2 lít nước nhé!)
1057,"Đang eat clean mà đói quá, cho xin menu chống đói.",meal_plan,"Gợi ý Eat Clean cho bạn: Sáng: Sinh tố bơ chuối ít đường. Trưa: Tôm hấp, Miến dong và Rau cải. Tối: Súp rau củ thập cẩm. Bữa phụ: Hạt hạnh nhân. (Nhớ uống đủ 2 lít nước nhé!)"
1058,"mẹ bỉm gầy quá, gợi ý chế độ ăn béo lên với.",meal_plan,Thực đơn xả cơ: Sáng: Phở bò tái nạm trứng chần. Trưa: Gà rán và Cơm rang dương châu. Tối: Mì xào bò rau cải. Bữa phụ: Bánh bông lan trứng muối. (Nhớ uống đủ 2 lít nước nhé!)
1059,"mình gầy quá, cần menu béo lên với.",meal_plan,Menu giàu năng lượng: Sáng: Xôi gà xá xíu. Trưa: Bò bít tết và Khoai tây chiên. Tối: Lẩu thái hải sản (ăn tại nhà). Bữa phụ: Chuối và Bơ đậu phộng. (Nhớ uống đủ 2 lít nước nhé!)
1060,Lên lịch ăn uống để tăng cơ đón Tết giúp chị.,meal_plan,Kế hoạch tăng cân: Sáng: Bún bò huế đầy đủ. Trưa: Gà rán và Cơm rang dương châu. Tối: Lẩu thái hải sản (ăn tại nhà). Bữa phụ: Sữa whey protein. (Nhớ uống đủ 2 lít nước nhé!)
1061,Ăn đậu hũ nhiều có tốt không?,nutrition_fact,"Chào bạn, theo dữ liệu thì món đậu hũ chứa khoảng 206 calo/100g."
1062,"Vừa ăn pizza xong, sợ béo quá cứu người mới.",nutrition_fact,"Chào bạn, theo dữ liệu thì món pizza chứa khoảng 601 calo/100g."
1063,tư vấn mình cái bữa ăn xuống ký help me.,meal_plan,"Thực đơn diet hôm nay: Sáng: Salad ức gà nhỏ. Trưa: Ức gà áp chảo, Cơm gạo lứt và Bông cải xanh. Tối: Ức gà luộc xé phay. Bữa phụ: Hạt hạnh nhân. (Nhớ uống đủ 2 lít nước nhé!)"
1064,muốn có chị cái lịch ăn xuống ký nhanh giúp em.,meal_plan,"Gợi ý Eat Clean cho bạn: Sáng: Salad ức gà nhỏ. Trưa: Cá hồi nướng, Quinoa và Salad. Tối: Ức gà luộc xé phay. Bữa phụ: Hạt hạnh nhân. (Nhớ uống đủ 2 lít nước nhé!)"
1065,lên giúp em cái kế hoạch ăn uống diet cứu với.,meal_plan,"Gợi ý Eat Clean cho bạn: Sáng: 2 lòng trắng trứng và khoai lang luộc. Trưa: Cá hồi nướng, Quinoa và Salad. Tối: Salad cá ngừ ít sốt. Bữa phụ: 1 quả táo. (Nhớ uống đủ 2 lít nước nhé!)"
1066,"Bố người mới bị béo phì, xin chế độ ăn an toàn.",meal_plan,Menu thanh đạm: Sáng: Súp lơ luộc và 1 trứng chần. Trưa: Đậu phụ sốt cà chua và Cơm lứt. Tối: Cá chép om dưa (bỏ mỡ). Bữa phụ: Dưa chuột. (Nhớ uống đủ 2 lít nước nhé!)
1067,"người mới gầy quá, cho xin bữa ăn béo lên với.",meal_plan,Thực đơn xả cơ: Sáng: Phở bò tái nạm trứng chần. Trưa: Bò bít tết và Khoai tây chiên. Tối: Cơm cá thu sốt cà và Canh rau ngót thịt bằm. Bữa phụ: Sữa whey protein. (Nhớ uống đủ 2 lít nước nhé!)
1068,"Bố tôi bị đau dạ dày, xin menu an toàn.",meal_plan,Menu thanh đạm: Sáng: Phở gạo lứt ức gà. Trưa: Thịt nạc luộc và Canh mướp đắng. Tối: Rau củ kho chay. Bữa phụ: Củ đậu. (Nhớ uống đủ 2 lít nước nhé!)
1069,Lên lịch ăn uống để tăng cơ đón Tết giúp mình.,meal_plan,Thực đơn xả cơ: Sáng: Phở bò tái nạm trứng chần. Trưa: Gà rán và Cơm rang dương châu. Tối: Cơm cá thu sốt cà và Canh rau ngót thịt bằm. Bữa phụ: Sinh tố bơ sầu riêng. (Nhớ uống đủ 2 lít nước nhé!)
1070,cho xin tớ cái chế độ ăn eat clean nhanh giúp em.,meal_plan,"Lịch ăn giảm mỡ: Sáng: 2 lòng trắng trứng và khoai lang luộc. Trưa: Cá hồi nướng, Quinoa và Salad. Tối: Súp rau củ thập cẩm. Bữa phụ: Nước ép cần tây. (Nhớ uống đủ 2 lít nước nhé!)"
1071,"anh gầy quá, cho xin kế hoạch ăn uống tăng cơ với.",meal_plan,Kế hoạch tăng cân: Sáng: Bánh mì ốp la 2 trứng và Sữa đậu nành. Trưa: Gà rán và Cơm rang dương châu. Tối: Cháo sườn sụn và Quẩy. Bữa phụ: Sữa whey protein. (Nhớ uống đủ 2 lít nước nhé!)
1072,muốn có em cái lịch ăn giảm cân help me.,meal_plan,Menu ít calo tham khảo: Sáng: 2 lòng trắng trứng và khoai lang luộc. Trưa: Thịt bò xào ớt chuông và 1/2 chén cơm. Tối: Salad cá ngừ ít sốt. Bữa phụ: Hạt hạnh nhân. (Nhớ uống đủ 2 lít nước nhé!)
1073,"tôi gầy quá, tư vấn kế hoạch ăn uống tăng cân với.",meal_plan,Kế hoạch tăng cân: Sáng: Bánh mì ốp la 2 trứng và Sữa đậu nành. Trưa: Gà rán và Cơm rang dương châu. Tối: Cơm cá thu sốt cà và Canh rau ngót thịt bằm. Bữa phụ: Sinh tố bơ sầu riêng. (Nhớ uống đủ 2 lít nước nhé!)
1074,Có menu nào giúp béo lên cấp tốc không trợ lý?,meal_plan,Ăn thế này đảm bảo lên ký: Sáng: Phở bò tái nạm trứng chần. Trưa: Gà rán và Cơm rang dương châu. Tối: Cháo sườn sụn và Quẩy. Bữa phụ: Chuối và Bơ đậu phộng. (Nhớ uống đủ 2 lít nước nhé!)
1075,"cháu gầy quá, muốn có bữa ăn tăng cơ với.",meal_plan,Thực đơn xả cơ: Sáng: Bánh mì ốp la 2 trứng và Sữa đậu nành. Trưa: Cơm thịt kho tàu và Trứng luộc. Tối: Cơm cá thu sốt cà và Canh rau ngót thịt bằm. Bữa phụ: Sinh tố bơ sầu riêng. (Nhớ uống đủ 2 lít nước nhé!)
1076,"Bố mình bị gout, xin menu an toàn.",meal_plan,Chế độ ăn kiểm soát bệnh: Sáng: Phở gạo lứt ức gà. Trưa: Mực xào cần tây và 1/2 bát cơm. Tối: Salad dưa chuột cà chua. Bữa phụ: Củ đậu. (Nhớ uống đủ 2 lít nước nhé!)
1077,"mình gầy quá, làm cho menu lên ký với.",meal_plan,Menu giàu năng lượng: Sáng: Xôi gà xá xíu. Trưa: Cơm thịt kho tàu và Trứng luộc. Tối: Mì xào bò rau cải. Bữa phụ: Sinh tố bơ sầu riêng. (Nhớ uống đủ 2 lít nước nhé!)
1078,cho xin tớ cái menu siết mỡ cứu với.,meal_plan,Menu ít calo tham khảo: Sáng: 1 quả trứng luộc và 1 lát bánh mì đen. Trưa: Thịt bò xào ớt chuông và 1/2 chén cơm. Tối: Một đĩa rau muống luộc và 1 trứng kho. Bữa phụ: 1 quả táo. (Nhớ uống đủ 2 lít nước nhé!)
1079,cho xin em cái bữa ăn siết mỡ gấp gấp.,meal_plan,"Gợi ý Eat Clean cho bạn: Sáng: 1 quả trứng luộc và 1 lát bánh mì đen. Trưa: Tôm hấp, Miến dong và Rau cải. Tối: Canh bí xanh nấu tôm. Bữa phụ: 1 hũ sữa chua không đường. (Nhớ uống đủ 2 lít nước nhé!)"
1080,Có bữa ăn nào giúp béo lên cấp tốc không bác sĩ?,meal_plan,Ăn thế này đảm bảo lên ký: Sáng: Phở bò tái nạm trứng chần. Trưa: Cơm thịt kho tàu và Trứng luộc. Tối: Cháo sườn sụn và Quẩy. Bữa phụ: Sinh tố bơ sầu riêng. (Nhớ uống đủ 2 lít nước nhé!)
1081,làm cho cháu cái menu diet cần ngay.,meal_plan,Thực đơn diet hôm nay: Sáng: Sinh tố bơ chuối ít đường. Trưa: Bún chùm ngây thịt nạc. Tối: Súp rau củ thập cẩm. Bữa phụ: 1 hũ sữa chua không đường. (Nhớ uống đủ 2 lít nước nhé!)
1082,Check calo món trà sữa giùm em.,nutrition_fact,"Chào bạn, theo dữ liệu thì món trà sữa chứa khoảng 692 calo/100g."
1083,tư vấn tớ cái lịch ăn giảm cân cần ngay.,meal_plan,Thực đơn diet hôm nay: Sáng: Salad ức gà nhỏ. Trưa: Thịt bò xào ớt chuông và 1/2 chén cơm. Tối: Canh bí xanh nấu tôm. Bữa phụ: Nước ép cần tây. (Nhớ uống đủ 2 lít nước nhé!)
1084,"Bố em bị tiểu đường, xin chế độ ăn an toàn.",meal_plan,Gợi ý bữa ăn an toàn: Sáng: Súp lơ luộc và 1 trứng chần. Trưa: Cá hấp xì dầu và Rau luộc (nhiều rau). Tối: Cá chép om dưa (bỏ mỡ). Bữa phụ: Củ đậu. (Nhớ uống đủ 2 lít nước nhé!)
1085,"tôi gầy quá, muốn có chế độ ăn tăng cân với.",meal_plan,Thực đơn xả cơ: Sáng: Xôi gà xá xíu. Trưa: Bò bít tết và Khoai tây chiên. Tối: Cơm cá thu sốt cà và Canh rau ngót thịt bằm. Bữa phụ: Sinh tố bơ sầu riêng. (Nhớ uống đủ 2 lít nước nhé!)
1086,Có kế hoạch ăn uống nào giúp tăng cân cấp tốc không bot?,meal_plan,Menu giàu năng lượng: Sáng: Xôi gà xá xíu. Trưa: Cơm sườn bì chả và Canh chua. Tối: Mì xào bò rau cải. Bữa phụ: Sinh tố bơ sầu riêng. (Nhớ uống đủ 2 lít nước nhé!)
1087,"cháu gầy quá, lên giúp menu tăng cơ với.",meal_plan,Ăn thế này đảm bảo lên ký: Sáng: Xôi gà xá xíu. Trưa: Gà rán và Cơm rang dương châu. Tối: Lẩu thái hải sản (ăn tại nhà). Bữa phụ: Chuối và Bơ đậu phộng. (Nhớ uống đủ 2 lít nước nhé!)
1088,Cần tìm chế độ ăn giảm béo ít tốn kém sinh viên.,meal_plan,"Lịch ăn giảm mỡ: Sáng: Sinh tố bơ chuối ít đường. Trưa: Cá hồi nướng, Quinoa và Salad. Tối: Canh bí xanh nấu tôm. Bữa phụ: 1 hũ sữa chua không đường. (Nhớ uống đủ 2 lít nước nhé!)"
1089,"Đang siết mỡ mà đói quá, tư vấn lịch ăn chống đói.",meal_plan,Menu ít calo tham khảo: Sáng: 2 lòng trắng trứng và khoai lang luộc. Trưa: Bún chùm ngây thịt nạc. Tối: Canh bí xanh nấu tôm. Bữa phụ: Nước ép cần tây. (Nhớ uống đủ 2 lít nước nhé!)
1090,"Vừa ăn gạo lứt xong, sợ béo quá cứu tớ.",nutrition_fact,"Chào bạn, theo dữ liệu thì món gạo lứt chứa khoảng 537 calo/100g."
1091,Chỉ tôi cách ăn để xuống ký trong 1 tuần.,meal_plan,"Menu ít calo tham khảo: Sáng: Yến mạch ngâm sữa chua qua đêm. Trưa: Cá hồi nướng, Quinoa và Salad. Tối: Salad cá ngừ ít sốt. Bữa phụ: Hạt hạnh nhân. (Nhớ uống đủ 2 lít nước nhé!)"
1092,"mẹ bỉm gầy quá, lên giúp kế hoạch ăn uống lên ký với.",meal_plan,Menu giàu năng lượng: Sáng: Bánh mì ốp la 2 trứng và Sữa đậu nành. Trưa: Bò bít tết và Khoai tây chiên. Tối: Cơm cá thu sốt cà và Canh rau ngót thịt bằm. Bữa phụ: Sữa whey protein. (Nhớ uống đủ 2 lít nước nhé!)
1093,"chuyên gia ơi, cháu muốn xuống ký, ăn uống thế nào?",meal_plan,Menu ít calo tham khảo: Sáng: Sinh tố bơ chuối ít đường. Trưa: Thịt bò xào ớt chuông và 1/2 chén cơm. Tối: Một đĩa rau muống luộc và 1 trứng kho. Bữa phụ: Hạt hạnh nhân. (Nhớ uống đủ 2 lít nước nhé!)
1094,đậu hũ bao nhiêu calo thế admin?,nutrition_fact,"Chào bạn, theo dữ liệu thì món đậu hũ chứa khoảng 651 calo/100g."
1095,"Mới đi khám ra đau dạ dày, giờ ăn uống thế nào?",meal_plan,Gợi ý bữa ăn an toàn: Sáng: Bánh cuốn tráng mỏng ít nhân. Trưa: Thịt nạc luộc và Canh mướp đắng. Tối: Cá chép om dưa (bỏ mỡ). Bữa phụ: Củ đậu. (Nhớ uống đủ 2 lít nước nhé!)
1096,"Bố anh bị đau dạ dày, xin menu an toàn.",meal_plan,Chế độ ăn kiểm soát bệnh: Sáng: Súp lơ luộc và 1 trứng chần. Trưa: Mực xào cần tây và 1/2 bát cơm. Tối: Cá chép om dưa (bỏ mỡ). Bữa phụ: Dưa chuột. (Nhớ uống đủ 2 lít nước nhé!)
1097,"chị gầy quá, muốn có bữa ăn tăng cơ với.",meal_plan,Ăn thế này đảm bảo lên ký: Sáng: Bún bò huế đầy đủ. Trưa: Bò bít tết và Khoai tây chiên. Tối: Mì xào bò rau cải. Bữa phụ: Bánh bông lan trứng muối. (Nhớ uống đủ 2 lít nước nhé!)
1098,Check calo món nước ngọt giùm cháu.,nutrition_fact,"Chào bạn, theo dữ liệu thì món nước ngọt chứa khoảng 306 calo/100g."
1099,Có lịch ăn nào giúp thoát gầy cấp tốc không chuyên gia?,meal_plan,Ăn thế này đảm bảo lên ký: Sáng: Bánh mì ốp la 2 trứng và Sữa đậu nành. Trưa: Gà rán và Cơm rang dương châu. Tối: Cháo sườn sụn và Quẩy. Bữa phụ: Sinh tố bơ sầu riêng. (Nhớ uống đủ 2 lít nước nhé!)
1100,cần tôi cái chế độ ăn xuống ký nhanh giúp em.,meal_plan,"Gợi ý Eat Clean cho bạn: Sáng: 1 quả trứng luộc và 1 lát bánh mì đen. Trưa: Tôm hấp, Miến dong và Rau cải. Tối: Súp rau củ thập cẩm. Bữa phụ: 1 quả táo. (Nhớ uống đủ 2 lít nước nhé!)"
1101,Check calo món táo giùm mẹ bỉm.,nutrition_fact,"Chào bạn, theo dữ liệu thì món táo chứa khoảng 422 calo/100g."
1102,gợi ý mẹ bỉm cái kế hoạch ăn uống giảm cân nhanh giúp em.,meal_plan,"Menu ít calo tham khảo: Sáng: Sinh tố bơ chuối ít đường. Trưa: Ức gà áp chảo, Cơm gạo lứt và Bông cải xanh. Tối: Canh bí xanh nấu tôm. Bữa phụ: 1 hũ sữa chua không đường. (Nhớ uống đủ 2 lít nước nhé!)"
1103,"ad ơi, cháu muốn eat clean, ăn uống thế nào?",meal_plan,"Lịch ăn giảm mỡ: Sáng: 2 lòng trắng trứng và khoai lang luộc. Trưa: Ức gà áp chảo, Cơm gạo lứt và Bông cải xanh. Tối: Canh bí xanh nấu tôm. Bữa phụ: 1 quả táo. (Nhớ uống đủ 2 lít nước nhé!)"
1104,"bác sĩ ơi, em muốn xuống ký, ăn uống thế nào?",meal_plan,Menu ít calo tham khảo: Sáng: Yến mạch ngâm sữa chua qua đêm. Trưa: Thịt bò xào ớt chuông và 1/2 chén cơm. Tối: Ức gà luộc xé phay. Bữa phụ: Nước ép cần tây. (Nhớ uống đủ 2 lít nước nhé!)
1105,Có menu nào giúp lên ký cấp tốc không trợ lý?,meal_plan,Menu giàu năng lượng: Sáng: Bún bò huế đầy đủ. Trưa: Bò bít tết và Khoai tây chiên. Tối: Mì xào bò rau cải. Bữa phụ: Sữa whey protein. (Nhớ uống đủ 2 lít nước nhé!)
1106,"em gầy quá, tư vấn kế hoạch ăn uống lên ký với.",meal_plan,Ăn thế này đảm bảo lên ký: Sáng: Phở bò tái nạm trứng chần. Trưa: Cơm sườn bì chả và Canh chua. Tối: Cháo sườn sụn và Quẩy. Bữa phụ: Sinh tố bơ sầu riêng. (Nhớ uống đủ 2 lít nước nhé!)
1107,"bác sĩ ơi, chị muốn giảm cân, ăn uống thế nào?",meal_plan,"Menu ít calo tham khảo: Sáng: Salad ức gà nhỏ. Trưa: Tôm hấp, Miến dong và Rau cải. Tối: Súp rau củ thập cẩm. Bữa phụ: Hạt hạnh nhân. (Nhớ uống đủ 2 lít nước nhé!)"
1108,Muốn tăng cơ thì một ngày phải ăn mấy bữa?,meal_plan,Menu giàu năng lượng: Sáng: Phở bò tái nạm trứng chần. Trưa: Bò bít tết và Khoai tây chiên. Tối: Cháo sườn sụn và Quẩy. Bữa phụ: Sữa whey protein. (Nhớ uống đủ 2 lít nước nhé!)
1109,"Bố anh bị mỡ máu, xin thực đơn an toàn.",meal_plan,Chế độ ăn kiểm soát bệnh: Sáng: Phở gạo lứt ức gà. Trưa: Đậu phụ sốt cà chua và Cơm lứt. Tối: Cá chép om dưa (bỏ mỡ). Bữa phụ: Sữa hạt không đường. (Nhớ uống đủ 2 lít nước nhé!)
1110,thực đơn kiêng khem cho bệnh nhân béo phì.,meal_plan,Thực đơn lành mạnh: Sáng: Phở gạo lứt ức gà. Trưa: Đậu phụ sốt cà chua và Cơm lứt. Tối: Canh rau cải nấu thịt bằm. Bữa phụ: Củ đậu. (Nhớ uống đủ 2 lít nước nhé!)
1111,Check calo món bún riêu giùm em.,nutrition_fact,"Chào bạn, theo dữ liệu thì món bún riêu chứa khoảng 235 calo/100g."
1112,gợi ý mẹ bỉm cái kế hoạch ăn uống xuống ký cần ngay.,meal_plan,"Lịch ăn giảm mỡ: Sáng: Salad ức gà nhỏ. Trưa: Tôm hấp, Miến dong và Rau cải. Tối: Một đĩa rau muống luộc và 1 trứng kho. Bữa phụ: Hạt hạnh nhân. (Nhớ uống đủ 2 lít nước nhé!)"
1113,Lên lịch ăn uống để béo lên đón Tết giúp người mới.,meal_plan,Ăn thế này đảm bảo lên ký: Sáng: Phở bò tái nạm trứng chần. Trưa: Cơm sườn bì chả và Canh chua. Tối: Mì xào bò rau cải. Bữa phụ: Bánh bông lan trứng muối. (Nhớ uống đủ 2 lít nước nhé!)
1114,Trong gà rán có chất gì bổ không?,nutrition_fact,"Chào bạn, theo dữ liệu thì món gà rán chứa khoảng 410 calo/100g."
1115,"ad ơi, anh muốn giảm béo, ăn uống thế nào?",meal_plan,Menu ít calo tham khảo: Sáng: 2 lòng trắng trứng và khoai lang luộc. Trưa: Bún chùm ngây thịt nạc. Tối: Canh bí xanh nấu tôm. Bữa phụ: Hạt hạnh nhân. (Nhớ uống đủ 2 lít nước nhé!)
1116,"Bố cháu bị béo phì, xin chế độ ăn an toàn.",meal_plan,Chế độ ăn kiểm soát bệnh: Sáng: Bánh cuốn tráng mỏng ít nhân. Trưa: Cá hấp xì dầu và Rau luộc (nhiều rau). Tối: Rau củ kho chay. Bữa phụ: Trà hoa cúc. (Nhớ uống đủ 2 lít nước nhé!)
1117,Check calo món gà rán giùm tớ.,nutrition_fact,"Chào bạn, theo dữ liệu thì món gà rán chứa khoảng 671 calo/100g."
1118,muốn có người mới cái thực đơn siết mỡ help me.,meal_plan,"Lịch ăn giảm mỡ: Sáng: 1 quả trứng luộc và 1 lát bánh mì đen. Trưa: Tôm hấp, Miến dong và Rau cải. Tối: Một đĩa rau muống luộc và 1 trứng kho. Bữa phụ: Hạt hạnh nhân. (Nhớ uống đủ 2 lít nước nhé!)"
